category,taxonomyRank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,methodTags,keyIdea,strengths,limitations,paperLink,semanticScholarUrl,openAccessPdf,doi,arxiv,pubmed,fieldsOfStudy
Motor Imagery and Movement Decoding,368,2025,AMEEGNet: attention-based multiscale EEGNet for effective motor imagery EEG decoding,"Xuejian Wu, Yaqi Chu, Qing Li, Yang Luo, Yiwen Zhao, Xingang Zhao",Frontiers Neurorobotics,2025-01-22,17,1,88.565,clinical/rehab,"Recently, electroencephalogram (EEG) based on motor imagery (MI) have gained significant traction in brain-computer interface (BCI) technology, particularly for the rehabilitation of paralyzed patients.",open-access PDF metadata,recent work may be under-cited; limited citation history,https://doi.org/10.3389/fnbot.2025.1540033,https://www.semanticscholar.org/paper/efed98ad4c23996dcb84e05cc2260ea1eaad7450,https://doi.org/10.3389/fnbot.2025.1540033,10.3389/fnbot.2025.1540033,,39911854,Computer Science; Engineering; Medicine
Motor Imagery and Movement Decoding,369,2025,Brain computer interfaces for cognitive enhancement in older people - challenges and applications: a systematic review,"P. Tsai, A. Akpan, K. Tang, Heba Lakany",BMC Geriatrics,2025-01-16,9,2,88.432,review; clinical/rehab; closed-loop,Brain-computer interface (BCI) offers promising solutions to cognitive enhancement in older people.,open-access PDF metadata,recent work may be under-cited; limited citation history,https://doi.org/10.1186/s12877-025-05676-4,https://www.semanticscholar.org/paper/27dacd8152673f976a0798d6ddebfa45ebf499cf,https://doi.org/10.1186/s12877-025-05676-4,10.1186/s12877-025-05676-4,,39819299,Engineering; Medicine
Motor Imagery and Movement Decoding,370,2025,Minimally invasive implantation of scalable high-density cortical microelectrode arrays for multimodal neural decoding and stimulation,"Mark Hettick, Elton Ho, Adam Poole, M. Monge, Demetrios Papageorgiou, Kazutaka Takahashi, et al.",Nature Biomedical Engineering,2025-10-02,16,0,88.331,clinical/rehab; invasive; communication,High-bandwidth brain–computer interfaces rely on invasive surgical procedures or brain-penetrating electrodes.,recognized venue,recent work may be under-cited; limited citation history; PDF link not available from metadata,https://doi.org/10.1038/s41551-025-01501-w,https://www.semanticscholar.org/paper/e4131d467d036b1824736d91ebdd2e4becc62012,,10.1038/s41551-025-01501-w,,41039113,Engineering; Medicine
Motor Imagery and Movement Decoding,371,2025,Continuous Reaching and Grasping With a BCI Controlled Robotic Arm in Healthy and Stroke-Affected Individuals,"Dylan Forenzo, Yisha Zhang, George F. Wittenberg, B. He",IEEE transactions on neural systems and rehabilitation engineering,2025-09-18,7,1,88.224,clinical/rehab; invasive; deep learning,"Recent advancements in signal processing techniques have enabled non-invasive Brain-Computer Interfaces (BCIs) to control assistive devices, like robotic arms, directly with users’ EEG signals.",recognized venue,recent work may be under-cited; limited citation history; PDF link not available from metadata,https://doi.org/10.1109/TNSRE.2025.3611821,https://www.semanticscholar.org/paper/22ae0dd71517bb5f7869710af957d07b3bfdbf3d,,10.1109/TNSRE.2025.3611821,,40966144,Engineering; Medicine
Motor Imagery and Movement Decoding,372,2025,Effects of dual-task mode brain-computer interface based on motor imagery and virtual reality on balance and attention in patients with stroke: a randomized controlled pilot trial,"C. Wan, Qiyuan Zhang, Yu Qiu, Wenting Zhang, Yao Nie, Shuyi Zeng, et al.",Journal of NeuroEngineering and Rehabilitation,2025-08-29,15,1,87.974,clinical/rehab,"Brain-computer interface (BCI) has been shown to be beneficial in improving lower limb motility in stroke, but their effectiveness on balance and attention is unclear.",selected from the top-scored BCI candidate pool,recent work may be under-cited; limited citation history; PDF link not available from metadata,https://doi.org/10.1186/s12984-025-01730-9,https://www.semanticscholar.org/paper/cf7b073350c726944ea249b1aef20238780c1d9a,,10.1186/s12984-025-01730-9,,40883792,Engineering; Medicine
Motor Imagery and Movement Decoding,373,2025,Multimodal assessment of a BCI system for stroke rehabilitation integrating motor imagery and motor attempts: a randomized controlled trial,"Juan He, Ziwen Yuan, Lu Quan, Hang Xi, Jing Guo, Dan Zhu, et al.",Journal of NeuroEngineering and Rehabilitation,2025-08-26,16,1,87.807,clinical/rehab,Brain–computer interface (BCI) technology based on motor imagery (MI) or motor attempt (MA) has shown promise in enhancing motor function recovery in stroke patients.,selected from the top-scored BCI candidate pool,recent work may be under-cited; limited citation history; PDF link not available from metadata,https://doi.org/10.1186/s12984-025-01723-8,https://www.semanticscholar.org/paper/9bc02ea3241be524ec142cd13d186258f1e429d5,,10.1186/s12984-025-01723-8,,40859358,Engineering; Medicine
Motor Imagery and Movement Decoding,374,2025,Parallel convolutional neural network and empirical mode decomposition for high accuracy in motor imagery EEG signal classification,"J. D, Sriharipriya K C",PLoS ONE,2025-01-16,10,1,86.23,dataset/benchmark,"In recent years, the utilization of motor imagery (MI) signals derived from electroencephalography (EEG) has shown promising applications in controlling various devices such as wheelchairs, assistive technologies, and driverless vehicles.",recognized venue; open-access PDF metadata,recent work may be under-cited; limited citation history,https://doi.org/10.1371/journal.pone.0311942,https://www.semanticscholar.org/paper/c44acedaaf27152a39a586bfa46f5cfb789f1715,https://doi.org/10.1371/journal.pone.0311942,10.1371/journal.pone.0311942,,39820611,Computer Science; Engineering; Medicine
Motor Imagery and Movement Decoding,375,2025,The state-of-the-art of invasive brain-computer interfaces in humans: a systematic review and individual patient meta-analysis,"M. Lim, Jack Yu Tung Lo, Yong Yi Tan, Hong-Yi Lin, Yuhang Wang, Dewei Tan, et al.",Journal of Neural Engineering,2025-02-20,11,0,86.168,review; clinical/rehab; invasive; communication,Objective.,recognized venue,recent work may be under-cited; limited citation history; PDF link not available from metadata,https://doi.org/10.1088/1741-2552/adb88e,https://www.semanticscholar.org/paper/3255016d2ee1a644aec43b94579848494e9a79f2,,10.1088/1741-2552/adb88e,,39978072,Computer Science; Medicine; Physics
Motor Imagery and Movement Decoding,376,2025,Advancing BCI with a transformer-based model for motor imagery classification,"Wangdan Liao, Hongyun Liu, Weidong Wang",Scientific Reports,2025-07-02,11,1,85.645,dataset/benchmark; deep learning,"Brain-computer interfaces (BCIs) harness electroencephalographic signals for direct neural control of devices, offering significant benefits for individuals with motor impairments.",selected from the top-scored BCI candidate pool,recent work may be under-cited; limited citation history; PDF link not available from metadata,https://doi.org/10.1038/s41598-025-06364-4,https://www.semanticscholar.org/paper/e0367fc824f5f587cf0c79de95f12d4a57c0cfbd,,10.1038/s41598-025-06364-4,,40603471,Computer Science; Engineering; Medicine
Motor Imagery and Movement Decoding,377,2025,Unsupervised Domain Adaptation With Synchronized Self-Training for Cross- Domain Motor Imagery Recognition,"Peiyin Chen, Xiaofeng Liu, Chao Ma, He Wang, Xiong Yang, C. Grebogi, et al.",IEEE journal of biomedical and health informatics,2025-01-29,12,1,85.406,dataset/benchmark; deep learning,Robust decoding performance is essential for the practical deployment of brain-computer interface (BCI) systems.,selected from the top-scored BCI candidate pool,recent work may be under-cited; limited citation history; PDF link not available from metadata,https://doi.org/10.1109/JBHI.2025.3525577,https://www.semanticscholar.org/paper/5fd92981d17b4ae535a8c291a2f96540c271eb79,,10.1109/JBHI.2025.3525577,,40031262,Computer Science; Medicine
Motor Imagery and Movement Decoding,378,2025,Motor imagery EEG signal classification using novel deep learning algorithm,"Sathish Mathiyazhagan, M. Devasena",Scientific Reports,2025-07-08,12,1,83.906,dataset/benchmark; deep learning; closed-loop,"Electroencephalography (EEG) signal classification plays a critical role in various biomedical and cognitive research applications, including neurological disorder detection and cognitive state monitoring.",selected from the top-scored BCI candidate pool,recent work may be under-cited; limited citation history; PDF link not available from metadata,https://doi.org/10.1038/s41598-025-00824-7,https://www.semanticscholar.org/paper/3f2cc8269f1d13539ef2164ca9bab9c29f628884,,10.1038/s41598-025-00824-7,,40628758,Computer Science; Engineering; Medicine
Motor Imagery and Movement Decoding,379,2025,Multi-branch GAT-GRU-transformer for explainable EEG-based finger motor imagery classification,"Zhuozheng Wang, Yunlong Wang",Frontiers in Human Neuroscience,2025-05-21,5,1,83.395,dataset/benchmark; invasive; deep learning,"Electroencephalography (EEG) provides a non-invasive and real-time approach to decoding motor imagery (MI) tasks, such as finger movements, offering significant potential for brain-computer interface (BCI) applications.",recognized venue,recent work may be under-cited; limited citation history; PDF link not available from metadata,https://doi.org/10.3389/fnhum.2025.1599960,https://www.semanticscholar.org/paper/3e1cf7e9dc10a8e1e932a4f0ad81839143e64b72,,10.3389/fnhum.2025.1599960,,40469097,Computer Science; Engineering; Medicine
Motor Imagery and Movement Decoding,380,2025,"Generalizable, real-time neural decoding with hybrid state-space models","Avery Hee-Woon Ryoo, Nanda H Krishna, Ximeng Mao, Mehdi Azabou, Eva L. Dyer, M. Perich, et al.",arXiv.org,2025-06-05,12,0,82.929,dataset/benchmark; clinical/rehab; invasive; deep learning,"Real-time decoding of neural activity is central to neuroscience and neurotechnology applications, from closed-loop experiments to brain-computer interfaces, where models are subject to strict latency constraints.",selected from the top-scored BCI candidate pool,recent work may be under-cited; limited citation history; PDF link not available from metadata,https://doi.org/10.48550/arXiv.2506.05320,https://www.semanticscholar.org/paper/5b5c3c42337516d457336458887cce8fcc6547c5,,10.48550/arXiv.2506.05320,2506.05320,,Biology; Computer Science
Motor Imagery and Movement Decoding,381,2025,CASCE: A Contrastive Representation Learning Framework for Motor Imagery EEG-Based Unilateral Upper Limb Decoding,"Junhui Wang, Ming Li",IEEE Transactions on Instrumentation and Measurement,,6,1,82.787,dataset/benchmark; clinical/rehab,"Nonmuscle channels are able to enhance voluntary movement control or improve rehabilitation efficacy, and analyzing electroencephalogram (EEG) signals yields valuable insights into functional neural activity during motor imagery (MI).",recognized venue,recent work may be under-cited; limited citation history; PDF link not available from metadata,https://doi.org/10.1109/TIM.2024.3500057,https://www.semanticscholar.org/paper/a5e7016e82203b0f295a12ab878dad3092c6b4de,,10.1109/TIM.2024.3500057,,,Computer Science; Engineering; Medicine
Motor Imagery and Movement Decoding,382,2025,NeuroFlex: Feasibility of EEG-Based Motor Imagery Control of a Soft Glove for Hand Rehabilitation,"Soroush Zare, Sameh I. Beaber, Ye Sun",Italian National Conference on Sensors,2025-01-21,11,1,82.145,clinical/rehab; deep learning; closed-loop,"Motor impairments resulting from neurological disorders, such as strokes or spinal cord injuries, often impair hand and finger mobility, restricting a person’s ability to grasp and perform fine motor tasks.",open-access PDF metadata,recent work may be under-cited; limited citation history,https://doi.org/10.3390/s25030610,https://www.semanticscholar.org/paper/8b3a2b9d8b24c204a0303e974bbd65a83a3b8da0,https://doi.org/10.3390/s25030610,10.3390/s25030610,,39943246,Engineering; Medicine
Motor Imagery and Movement Decoding,383,2025,Brain-Computer Interfaces for Stroke Motor Rehabilitation,"Alessandro Tonin, M. Semprini, Paweł Kiper, D. Mantini",Bioengineering,2025-07-30,16,0,81.831,review; clinical/rehab,Brain–computer interface (BCI) technology holds promise for improving motor rehabilitation in stroke patients.,selected from the top-scored BCI candidate pool,recent work may be under-cited; limited citation history; PDF link not available from metadata,https://doi.org/10.3390/bioengineering12080820,https://www.semanticscholar.org/paper/3022b2f6f34d9d50f09c7d3dd6fdf3a90acb9dba,,10.3390/bioengineering12080820,,40868333,Engineering; Medicine
Motor Imagery and Movement Decoding,384,2025,Hybrid CNN-GRU Models for Improved EEG Motor Imagery Classification,"Mouna Bouchane, Wei Guo, Shuojin Yang",Italian National Conference on Sensors,2025-02-25,24,0,81.815,dataset/benchmark; deep learning,"Brain–computer interfaces (BCIs) based on electroencephalography (EEG) enable neural activity interpretation for device control, with motor imagery (MI) serving as a key paradigm for decoding imagined movements.",open-access PDF metadata,recent work may be under-cited; limited citation history,https://doi.org/10.3390/s25051399,https://www.semanticscholar.org/paper/217d3737eed46d62c4f412787355ae91f1b179d9,https://doi.org/10.3390/s25051399,10.3390/s25051399,,40096214,Computer Science; Engineering; Medicine
Motor Imagery and Movement Decoding,385,2025,"Deep Learning Approaches for EEG-Motor Imagery-Based BCIs: Current Models, Generalization Challenges, and Emerging Trends","Aaqib Raza, Mohd Zuki Yusoff",IEEE Access,,7,1,81.724,review; clinical/rehab; deep learning; closed-loop,This study critically examines the evolution of deep learning (DL) for electroencephalogram (EEG) based motor imagery (MI) decoding with a focus on real-time Brain Computer Interfaces (BCIs) development.,selected from the top-scored BCI candidate pool,recent work may be under-cited; limited citation history; PDF link not available from metadata,https://doi.org/10.1109/ACCESS.2025.3604528,https://www.semanticscholar.org/paper/8cc11430e889752829e1fab527bccc787fd2aad4,,10.1109/ACCESS.2025.3604528,,,Computer Science; Engineering
Motor Imagery and Movement Decoding,386,2025,Advancing Fractal Dimension Techniques to Enhance Motor Imagery Tasks Using EEG for Brain–Computer Interface Applications,"Amr F. Mohamed, V. Jusas",Applied Sciences,2025-05-27,6,1,81.287,dataset/benchmark; clinical/rehab,The ongoing exploration of brain–computer interfaces (BCIs) provides deeper insights into the workings of the human brain.,recognized venue,recent work may be under-cited; limited citation history; PDF link not available from metadata,https://doi.org/10.3390/app15116021,https://www.semanticscholar.org/paper/fb6fa673f2faa3f741f9d75b3c3c4a8a126259eb,,10.3390/app15116021,,,Computer Science; Engineering; Medicine
